Entry	Gene names  (ordered locus )	Gene names  (primary )	Organism	Organism ID
B4T4I7	SNSL254_A4941	trpR	Salmonella newport (strain SL254)	423368
B4T5X7				
B4T6T5				
B4T3K1				
B4T645				
B4T770	SNSL254_A3623	argR	Salmonella newport (strain SL254)	423368
B4T1M6				
B4T0D0				
B4SWL0				
B4SZZ3	SNSL254_A4331	rhaS	Salmonella newport (strain SL254)	423368
B4T0X2				
B4T2V6				
B4T2L5				
B4T2J3				
B4SVZ1				
B4T1W1				
B4T5B0				
B4T388				
B4T2L4				
B4SVN9				
B4SXT3				
B4T404				
Q5PDX1				
Q5PNG2	SPA0322	iscR	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PHR1				
Q5PDG6				
Q5PFU6				
Q5PKB1				
Q5PCS3				
Q5PDG5	SPA0111	sgrR	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PKH1				
Q5PCU3	SPA1068	fadR	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PM46				
Q5PL10				
Q5PFW5				
Q5PH47				
Q5PC98				
Q5PIJ7				
Q5PG66				
Q5PHP2				
Q5PN93				
Q5PEQ0				
Q5PCH4				
Q5PGQ2				
Q5PCC1				
Q5PK43				
Q5PGG9	SPA1816	ihfB	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PN57				
Q5PJS9	SPA3208	nanR	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PJW9				
Q5PHJ0				
Q5PMJ1	SPA1619	phoP	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PCI4				
Q5PKG1	SPA3892	rhaR	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PDL3				
Q5PEM0				
Q5PEA5				
Q5PLQ8				
Q5PCD8				
Q5PED9				
Q5PH01	SPA1409	slyA	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PLL7				
Q5PJD1				
Q5PK48	SPA3942	metJ	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PGY3				
Q5PL57	SPA4184	nsrR	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PHG0				
Q5PEA6				
Q5PME8				
Q5PK31	SPA4393	trpR	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PHW9				
Q5PCQ8				
Q5PJ96				
Q5PMT6				
Q5PJU3	SPA3227	argR	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PKY2				
Q5PGN7				
Q5PLP2				
Q5PKG2	SPA3891	rhaS	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PK72				
Q5PG80				
Q5PIQ3				
Q5PJ07				
Q5PK70	SPA3965	fabR	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PIZ2				
Q5PIB1				
Q5PLN7				
Q5PEZ8				
Q5PJ26				
Q5PM19				
Q5PME9				
Q5PEB2				
Q8ZNP8	STM2131	baeR	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
Q7CQ10	STM2544	iscR	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
P0A2T8	STM1660	fnr	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
P0A2P8	STM0118	cra	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
Q7CR43	STM0397	phoB	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
P25852	STM4174	zraR	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
Q8ZRV0	STM0109	sgrR	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
Q8ZKR6	STM4059	cpxR	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
Q8ZP15	STM1805	fadR	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
Q8ZK01	STM4507	uxuR	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
Q8ZKH6	STM4241	zur	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
P74839	STM0367	prpR	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
Q7CQM5	STM1391	ssrB	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
P06614	STM1713	cysB	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
Q8ZLY0	STM3215	yqjI	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
Q8ZKV7	STM3886	rbsR	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
Q93CH6	STM0499	cueR	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
Q8ZQR8	STM0779	modE	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
Q8ZN96	STM2420	xapR	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
P0A2D7	STM1683	tyrR	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
P0A2T4	STM1520	marR	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
P0CL11	STM3011	galR	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
Q8ZQX9	STM0682	nagC	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
H9L4B0	STM1950	sdiA	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
Q8ZQL0	STM0864	deoR	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
Q8ZLW0	STM3245	tdcA	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
Q8ZJU7	STM4586	rob	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
P64394	STM0982	ihfB	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
P67735	STM3340	nanR	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
Q8ZKW5	STM3876	asnC	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
Q8ZPK7	STM1488	mlc	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
P0DM78	STM1231	phoP	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
Q8ZQX2	STM0692		Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
P40865	STM4049	rhaR	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
Q7CR95	STM0040	nhaR	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
Q7CPV9	STM2982	gcvA	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
P0CL09	STM2867	sirC	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
Q8ZL62	STM3693	lldR	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
P26318	STM0550	fimY	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
Q8ZMJ8	STM2839	norR	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
P69343	STM2899	invF	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
P40676	STM1444	slyA	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
Q8ZK25	STM4481	idnR	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
P06203	STM4099	metJ	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
O54294	STM1142	csgD	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
Q8ZKA3	STM4367	nsrR	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
P0A2S4	STM1519	marA	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
H9L474	STM2866	sprB	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
Q8ZR43	STM0580		Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
P37444	STM4583	trpR	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
Q7CQI6	STM1588	yncC	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
Q8ZP59	STM1691	pspF	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
P36674	STM4455	treR	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
P66795	STM3177	qseB	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
P0A1B3	STM3360	argR	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
P17430	STM4187	iclR	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
Q8ZQK5	STM0869		Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
Q8ZL89	STM3662	xylR	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
P0A2S9	STM4048	rhaS	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
Q7CPB9	STM4125	oxyR	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
Q8ZKC9	STM4315		Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
P36556	STM4292	basR	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
Q8ZRG6	STM0354		Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
Q7CPB8	STM4127	fabR	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
P0A2R0	STM4266	soxR	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
Q8ZPL3	STM1475	rstA	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
Q7CPY9	STM2813	emrR	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
Q7CPA3	STM4314		Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
Q7CPK3	STM3543	gntR	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
H9L484	STM0581		Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
Q93GS4	PSLT008	srgC	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
P0CL08	STM2875	hilD	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
E1WH64				
E1WJ20				
E1WBZ1				
E1W7Z0				
E1W8Q8				
E1WEL8				
E1W7Y1				
E1WEB4				
E1WG42				
E1WB39				
E1WET1				
E1W8M8				
E1WFQ7				
E1WI01				
E1WDW2				
E1W907				
E1W9R7				
E1WCQ3				
E1WC13				
E1WBK2				
E1WAQ4	SL1344_2989	galR	Salmonella typhimurium (strain SL1344)	216597
E1W9H6				
E1WGI6				
E1WA00				
E1WI30				
E1WBB6				
E1W713				
E1WIC3				
E1WDV2				
E1WBH0				
E1WFA1	SL1344_1169	phoP	Salmonella typhimurium (strain SL1344)	216597
E1W9I6				
E1WEA4				
E1W7R4				
E1WAM7				
E1WAB2	SL1344_2847	sirC	Salmonella typhimurium (strain SL1344)	216597
E1WDC1				
E1W957				
E1WA84				
E1WAE3				
E1WFV8				
E1WB15				
E1WEF4				
E1W7H1				
E1WF53				
E1WBK1				
E1WAB1				
E1W981				
E1WBB3				
E1WBR9				
E1WC21				
E1WAZ0				
E1WHW5				
E1WIE3				
E1WEM7				
E1WBD4				
E1WD90				
E1WEA3				
E1WEH9				
E1WF04				
E1WEY2				
E1W8L5				
E1WEI1				
E1WEV6				
E1WBF7				
E1WA63				
E1WF03				
E1WIW8				
E1W982				
H8WUT7				
E1WAC0	SL1344_2855	hilD	Salmonella typhimurium (strain SL1344)	216597
Q8Z5F3	STY2344 t0741	baeR	Salmonella typhi	90370
Q8XF25	STY2790 t0312	iscR	Salmonella typhi	90370
Q8Z787	STY1404 t1564	fnr	Salmonella typhi	90370
P0A2P9	STY0138 t0122	cra	Salmonella typhi	90370
Q8XFX0	STY0432 t2467	phoB	Salmonella typhi	90370
Q8Z333	STY3711 t3457	zraR	Salmonella typhi	90370
Q8Z9I4	STY0127 t0113	sgrR	Salmonella typhi	90370
Q8Z2W2	STY3812 t3560	cpxR	Salmonella typhi	90370
Q8Z685	STY1934 t1072	fadR	Salmonella typhi	90370
Q8Z0Y1	t4556	uxuR	Salmonella typhi	90370
Q8Z1T3	t4147	zur	Salmonella typhi	90370
Q8Z906	t2497	prpR	Salmonella typhi	90370
Q8XFU4	t1259	ssrB	Salmonella typhi	90370
Q8Z7D3	STY1337 t1626	cysB	Salmonella typhi	90370
Q8Z3M2	STY3393 t3135	yqjI	Salmonella typhi	90370
Q8Z2R6	STY3891 t3633	rbsR	Salmonella typhi	90370
Q8Z8S3	STY0545 t2361	cueR	Salmonella typhi	90370
Q8Z8A6	STY0812 t2108	modE	Salmonella typhi	90370
Q8Z4X0	STY2655 t0437	hcaR	Salmonella typhi	90370
P0A2D8	STY1378 t1588	tyrR	Salmonella typhi	90370
Q8Z405	STY3155 t2921	galR	Salmonella typhi	90370
Q8Z8G2	STY0720 t2193	nagC	Salmonella typhi	90370
Q8Z5T1	STY2158 t0926	sdiA	Salmonella typhi	90370
Q8Z857	STY0897 t2032	deoR_2	Salmonella typhi	90370
Q8Z3K3	STY3428 t3165	tdcA	Salmonella typhi	90370
Q8Z0T3	STY4933 t4625	rob	Salmonella typhi	90370
P64395	STY0982 t1952	ihfB	Salmonella typhi	90370
P67736	STY3521 t3257	nanR	Salmonella typhi	90370
Q8Z2Q8	STY3902 t3643	asnC	Salmonella typhi	90370
Q8Z6X8	STY1576 t1409		Salmonella typhi	90370
Q8Z7H2	STY1271 t1689	phoP	Salmonella typhi	90370
Q8Z8F4	STY0730 t2183	catM	Salmonella typhi	90370
Q8Z2V5	STY3824 t3570	rhaR	Salmonella typhi	90370
Q8XGC3	STY0048 t0042	nhaR	Salmonella typhi	90370
Q8XEJ8	STY3122 t2890	gcvA	Salmonella typhi	90370
Q8Z4A6	STY2988 t2769	sirC	Salmonella typhi	90370
Q8Z2E4	STY4103 t3826	lldR	Salmonella typhi	90370
Q8Z8N9	t2313	fimY	Salmonella typhi	90370
Q8Z4C6	STY2961 t2741	norR	Salmonella typhi	90370
P69342	STY3022 t2801	invF	Salmonella typhi	90370
P61091	STY3045 t1312	slyA	Salmonella typhi	90370
Q8Z113	STY4819 t4515	gntR_3	Salmonella typhi	90370
Q8Z2Z4	STY3770 t3519	metJ	Salmonella typhi	90370
Q8Z7M4	STY1179 t1778	csgD	Salmonella typhi	90370
Q8Z183	STY4724 t4418	nsrR	Salmonella typhi	90370
P0A2S5	STY1541 t1440	marA	Salmonella typhi	90370
Q8Z4A7	t2768	sprB	Salmonella typhi	90370
Q8Z8M3	STY0622 t2288		Salmonella typhi	90370
Q9XDC7	STY3776 t3524	cytR	Salmonella typhi	90370
P58699	STY4930 t4622	trpR	Salmonella typhi	90370
Q8XFR1	STY1477 t1498	mcbR	Salmonella typhi	90370
Q8Z7B4	STY1370 t1596	pspF	Salmonella typhi	90370
P66796	STY3354 t3098	qseB	Salmonella typhi	90370
P0A1B4	STY3540 t3275	argR	Salmonella typhi	90370
Q8Z1V7	STY4404 t4114	iclR	Salmonella typhi	90370
Q8Z852	STY0902 t2027		Salmonella typhi	90370
Q8Z2B9	STY4136 t3857	xylR	Salmonella typhi	90370
P0A2T0	STY3825 t3571	rhaS	Salmonella typhi	90370
Q8XF66	STY3749 t3500	oxyR_2	Salmonella typhi	90370
Q8Z7N5	STY1159 t1797	putA	Salmonella typhi	90370
Q8Z1M7	STY4515 t4221	gadX	Salmonella typhi	90370
Q8Z1P4	t4199	pmrA	Salmonella typhi	90370
Q8XGD6	STY3747 t3498	fabR	Salmonella typhi	90370
P0A2R1	STY4464 t4172	soxR	Salmonella typhi	90370
Q8Z6S1	STY1647 t1343	rstA	Salmonella typhi	90370
Q8XGH5	STY2939 t2710	emrR	Salmonella typhi	90370
Q8XGQ2	STY4514 t4220		Salmonella typhi	90370
Q8XFA4	STY4268 t3978	gntR_2	Salmonella typhi	90370
Q8Z8M2	t2287	ramA	Salmonella typhi	90370
Q83T85	t0119	leuO_3	Salmonella typhi	90370
Q8Z498	STY2996 t2777	appY	Salmonella typhi	90370
B5F6Y2	SeAg_B0007	tal2	Salmonella agona (strain SL483)	454166
B5F9B3	SeAg_B3753	ggt	Salmonella agona (strain SL483)	454166
B5EWK5	SeAg_B0356	proB	Salmonella agona (strain SL483)	454166
B5EWP9	SeAg_B0403	prpC	Salmonella agona (strain SL483)	454166
B5F7W6	SeAg_B0147	ddlB	Salmonella agona (strain SL483)	454166
B5F0C3	SeAg_B0883		Salmonella agona (strain SL483)	454166
B5F1F0	SeAg_B2732		Salmonella agona (strain SL483)	454166
B5F1Q0	SeAg_B4488	lamB	Salmonella agona (strain SL483)	454166
B5F858	SeAg_B1882		Salmonella agona (strain SL483)	454166
B5EWY7	SeAg_B2143	cbiQ	Salmonella agona (strain SL483)	454166
B5EX17	SeAg_B2174		Salmonella agona (strain SL483)	454166
B5EX13	SeAg_B2170		Salmonella agona (strain SL483)	454166
B5EX29	SeAg_B2186		Salmonella agona (strain SL483)	454166
B5F069	SeAg_B0827	hutH	Salmonella agona (strain SL483)	454166
B5F2T1	SeAg_B1163		Salmonella agona (strain SL483)	454166
B5EX40	SeAg_B2198	hisC	Salmonella agona (strain SL483)	454166
B5EX38	SeAg_B2196	hisG	Salmonella agona (strain SL483)	454166
B5EX84	SeAg_B3887		Salmonella agona (strain SL483)	454166
B5F0N8	SeAg_B4300		Salmonella agona (strain SL483)	454166
B5F662	SeAg_B3350		Salmonella agona (strain SL483)	454166
B5EX79	SeAg_B3882	dlgD	Salmonella agona (strain SL483)	454166
B5F146	SeAg_B0968	serS	Salmonella agona (strain SL483)	454166
B5F854	SeAg_B1878	selD	Salmonella agona (strain SL483)	454166
B5EXD6	SeAg_B3939		Salmonella agona (strain SL483)	454166
B5F561	SeAg_B1438	ribA	Salmonella agona (strain SL483)	454166
B5F1H4	SeAg_B4404	thiS	Salmonella agona (strain SL483)	454166
B5F7C4	SeAg_B1798	sufS	Salmonella agona (strain SL483)	454166
B5EXG9	SeAg_B0468	phnS	Salmonella agona (strain SL483)	454166
B5F0H9	SeAg_B2595	amiA	Salmonella agona (strain SL483)	454166
B5F2F5	SeAg_B4539	nrfD	Salmonella agona (strain SL483)	454166
B5F907	SeAg_B1986	tmk	Salmonella agona (strain SL483)	454166
B5EY50	SeAg_B4001		Salmonella agona (strain SL483)	454166
B5F5H5	SeAg_B3208		Salmonella agona (strain SL483)	454166
B5F7H7	SeAg_B1855		Salmonella agona (strain SL483)	454166
B5F8S2	SeAg_B0247	dgt	Salmonella agona (strain SL483)	454166
B5F054	SeAg_B0812	galE	Salmonella agona (strain SL483)	454166
B5EXR1	SeAg_B2209		Salmonella agona (strain SL483)	454166
B5EXR9	SeAg_B2217	rfbF	Salmonella agona (strain SL483)	454166
B5EYN8	SeAg_B2334		Salmonella agona (strain SL483)	454166
B5F5L6	SeAg_B3254	galP	Salmonella agona (strain SL483)	454166
B5EY05	SeAg_B2310		Salmonella agona (strain SL483)	454166
B5F0D6	SeAg_B2546	glk	Salmonella agona (strain SL483)	454166
B5F9I6	SeAg_B3827	bcsA	Salmonella agona (strain SL483)	454166
B5EXF3	SeAg_B0451		Salmonella agona (strain SL483)	454166
B5F895	SeAg_B1923		Salmonella agona (strain SL483)	454166
B5EYB8	SeAg_B0564	gcl	Salmonella agona (strain SL483)	454166
B5F452	SeAg_B4750	arcC	Salmonella agona (strain SL483)	454166
B5F0P9	SeAg_B4312		Salmonella agona (strain SL483)	454166
B5F820	SeAg_B0203		Salmonella agona (strain SL483)	454166
B5F0L3	SeAg_B2632	purC	Salmonella agona (strain SL483)	454166
B5F5I7	SeAg_B3221		Salmonella agona (strain SL483)	454166
B5F6L1	SeAg_B1738		Salmonella agona (strain SL483)	454166
B5EYL0	SeAg_B0660	citX	Salmonella agona (strain SL483)	454166
B5F9G5	SeAg_B3805		Salmonella agona (strain SL483)	454166
B5EYM7	SeAg_B2322	maiA	Salmonella agona (strain SL483)	454166
B5EXV0	SeAg_B2249	udk	Salmonella agona (strain SL483)	454166
B5EYU4	SeAg_B2393		Salmonella agona (strain SL483)	454166
B5F818	SeAg_B0201	gcd	Salmonella agona (strain SL483)	454166
B5F8P2	SeAg_B3727		Salmonella agona (strain SL483)	454166
B5EYY8	SeAg_B4082	pstS	Salmonella agona (strain SL483)	454166
B5EZ03	SeAg_B4097	atpI	Salmonella agona (strain SL483)	454166
B5EZW3	SeAg_B4216	trkH	Salmonella agona (strain SL483)	454166
B5EZ14	SeAg_B4108	rbsD	Salmonella agona (strain SL483)	454166
B5F7V2	SeAg_B0133	ilvH	Salmonella agona (strain SL483)	454166
B5EYJ8	SeAg_B0646		Salmonella agona (strain SL483)	454166
B5F534	SeAg_B4899	lplA	Salmonella agona (strain SL483)	454166
B5EX28	SeAg_B2185		Salmonella agona (strain SL483)	454166
B5EX24	SeAg_B2181		Salmonella agona (strain SL483)	454166
B5EWT3	SeAg_B0438	brnQ	Salmonella agona (strain SL483)	454166
B5F9C4	SeAg_B3764	livM	Salmonella agona (strain SL483)	454166
B5F378	SeAg_B4627	rsgA	Salmonella agona (strain SL483)	454166
B5EZA4	SeAg_B0706	gltK	Salmonella agona (strain SL483)	454166
B5F725	SeAg_B0052	lspA	Salmonella agona (strain SL483)	454166
B5EZC2	SeAg_B0732	nagE	Salmonella agona (strain SL483)	454166
B5EZC6	SeAg_B0736		Salmonella agona (strain SL483)	454166
B5F348	SeAg_B2939		Salmonella agona (strain SL483)	454166
B5F4Z3	SeAg_B4853		Salmonella agona (strain SL483)	454166
B5F850	SeAg_B1874		Salmonella agona (strain SL483)	454166
B5EZK9	SeAg_B2467	nuoA	Salmonella agona (strain SL483)	454166
B5F0J4	SeAg_B2611	pta2	Salmonella agona (strain SL483)	454166
B5F107	SeAg_B0926	artQ	Salmonella agona (strain SL483)	454166
B5EZR9	SeAg_B2528	fadJ	Salmonella agona (strain SL483)	454166
B5F306	SeAg_B2895	hoxN	Salmonella agona (strain SL483)	454166
B5F0T8	SeAg_B4353	metF	Salmonella agona (strain SL483)	454166
B5F345	SeAg_B2935	luxS	Salmonella agona (strain SL483)	454166
B5F4E0	SeAg_B1326	dsbB	Salmonella agona (strain SL483)	454166
B5EZ67	SeAg_B0669	pagP	Salmonella agona (strain SL483)	454166
B5F5W3	SeAg_B1597		Salmonella agona (strain SL483)	454166
B5F1G8	SeAg_B2751	nadB	Salmonella agona (strain SL483)	454166
B5F0P5	SeAg_B4307	fieF	Salmonella agona (strain SL483)	454166
B5F7E8	SeAg_B1826	aroH	Salmonella agona (strain SL483)	454166
B5F040	SeAg_B0798		Salmonella agona (strain SL483)	454166
B5F736	SeAg_B0063	oadG	Salmonella agona (strain SL483)	454166
B5F7L3	SeAg_B3544	oadG	Salmonella agona (strain SL483)	454166
B5F0P7	SeAg_B4309		Salmonella agona (strain SL483)	454166
B5F065	SeAg_B0823	hutI	Salmonella agona (strain SL483)	454166
B5F073	SeAg_B0831	bioF	Salmonella agona (strain SL483)	454166
B5F079	SeAg_B0837	moaA	Salmonella agona (strain SL483)	454166
B5F081	SeAg_B0839	moaC	Salmonella agona (strain SL483)	454166
B5F0R7	SeAg_B4332	glpK	Salmonella agona (strain SL483)	454166
B5F8P5	SeAg_B3730		Salmonella agona (strain SL483)	454166
B5F0A7	SeAg_B0865	glnP	Salmonella agona (strain SL483)	454166
B5EZT6	SeAg_B4188	rhtC	Salmonella agona (strain SL483)	454166
B5EZT7	SeAg_B4189	rhtB	Salmonella agona (strain SL483)	454166
B5F0W8	SeAg_B0885		Salmonella agona (strain SL483)	454166
B5F357	SeAg_B2953		Salmonella agona (strain SL483)	454166
B5F3A9	SeAg_B4661	ulaA	Salmonella agona (strain SL483)	454166
B5F6J7	SeAg_B1724	pdxY	Salmonella agona (strain SL483)	454166
B5F6A2	SeAg_B3392	folB	Salmonella agona (strain SL483)	454166
B5F6L6	SeAg_B1743		Salmonella agona (strain SL483)	454166
B5F5R3	SeAg_B1544		Salmonella agona (strain SL483)	454166
B5F3E2	SeAg_B4695	fbp	Salmonella agona (strain SL483)	454166
B5F1J1	SeAg_B4428	metA	Salmonella agona (strain SL483)	454166
B5F1N9	SeAg_B4477	lysC	Salmonella agona (strain SL483)	454166
B5F4L9	SeAg_B1415		Salmonella agona (strain SL483)	454166
B5F1W0	SeAg_B1034	mgsA	Salmonella agona (strain SL483)	454166
B5F4T5	SeAg_B3138	argA	Salmonella agona (strain SL483)	454166
B5F9G4	SeAg_B3804		Salmonella agona (strain SL483)	454166
B5F0X5	SeAg_B0892		Salmonella agona (strain SL483)	454166
B5F5X5	SeAg_B1609	nhaC	Salmonella agona (strain SL483)	454166
B5F8D1	SeAg_B1962		Salmonella agona (strain SL483)	454166
B5F1A4	SeAg_B2681	dmsB	Salmonella agona (strain SL483)	454166
B5F5I8	SeAg_B3223	serA	Salmonella agona (strain SL483)	454166
B5F1C7	SeAg_B2705	asrC	Salmonella agona (strain SL483)	454166
B5EZP6	SeAg_B2504	purF	Salmonella agona (strain SL483)	454166
B5F311	SeAg_B2900		Salmonella agona (strain SL483)	454166
B5F560	SeAg_B1437	acnA	Salmonella agona (strain SL483)	454166
B5F500	SeAg_B4862	mdoB	Salmonella agona (strain SL483)	454166
B5EXB4	SeAg_B3917		Salmonella agona (strain SL483)	454166
B5F613	SeAg_B1648	sotB	Salmonella agona (strain SL483)	454166
B5F2V6	SeAg_B1193	otsA	Salmonella agona (strain SL483)	454166
B5F5N8	SeAg_B3276	mltC	Salmonella agona (strain SL483)	454166
B5F365	SeAg_B2961	norW	Salmonella agona (strain SL483)	454166
B5F5Z9	SeAg_B1633		Salmonella agona (strain SL483)	454166
B5F0I8	SeAg_B2604	eutA	Salmonella agona (strain SL483)	454166
B5EZM5	SeAg_B2483		Salmonella agona (strain SL483)	454166
B5EZM6	SeAg_B2484		Salmonella agona (strain SL483)	454166
B5EZM7	SeAg_B2485		Salmonella agona (strain SL483)	454166
B5F103	SeAg_B0921		Salmonella agona (strain SL483)	454166
B5F829	SeAg_B0212		Salmonella agona (strain SL483)	454166
B5F3J8	SeAg_B1231	znuB	Salmonella agona (strain SL483)	454166
B5F7B9	SeAg_B1793	pykF	Salmonella agona (strain SL483)	454166
B5EYP6	SeAg_B2342		Salmonella agona (strain SL483)	454166
B5EZ29	SeAg_B4130	ilvA	Salmonella agona (strain SL483)	454166
B5F3U7	SeAg_B2986		Salmonella agona (strain SL483)	454166
B5F416	SeAg_B3060	cysD	Salmonella agona (strain SL483)	454166
B5EXU9	SeAg_B2248	dcd	Salmonella agona (strain SL483)	454166
B5F9A2	SeAg_B3741	gntU	Salmonella agona (strain SL483)	454166
B5F0E6	SeAg_B2558	gltX	Salmonella agona (strain SL483)	454166
B5F5V4	SeAg_B1585		Salmonella agona (strain SL483)	454166
B5F8I9	SeAg_B3674		Salmonella agona (strain SL483)	454166
B5F0J0	SeAg_B2606		Salmonella agona (strain SL483)	454166
B5F0J2	SeAg_B2608	eutE	Salmonella agona (strain SL483)	454166
B5F4W6	SeAg_B3171		Salmonella agona (strain SL483)	454166
B5F4K6	SeAg_B1401	oppC	Salmonella agona (strain SL483)	454166
B5F4D1	SeAg_B4838	trpS	Salmonella agona (strain SL483)	454166
B5EYC5	SeAg_B0571		Salmonella agona (strain SL483)	454166
